도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도
257,중앙동새싹작은도서관,5,관악구,서울특별시 관악구 양녕로6다길 7 중앙동주민센터 1층 ,02-875-9513,,"평일 : 10:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.48419247,126.949751
2444,책 N 꿈 도서관,5,관악구,서울특별시 관악구 남부순환로1989,,,"평일 : 10:00~18:00, 주말 : 10:00~18:00",월요일,2,작은도서관,37.4755524,126.9677028
230,책쉼터,5,관악구,서울특별시 관악구 낙성대로3길 37 관악구민종합체육센터 2층 223-9 2층,02-879-5712,,"평일 : 09:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.47306768,126.9603155
229,책이랑놀이랑도서관,5,관악구,서울특별시 관악구 행운1길 12 신창문화복지센터 2층 1675-12 신창문화복지센터 2층 ,02-878-0955,,"평일 : 09:00~18:00, 주말 : 09:00~17:00",매주 화요일,2,작은도서관,37.47998681,126.9586067
260,청룡동숯고을작은도서관,5,관악구,서울특별시 관악구 쑥고개로 44 청룡동주민센터 2층 ,02-876-4083,,"평일 : 10:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.47911357,126.9416385
258,청림동푸른숲작은도서관,5,관악구,서울특별시 관악구 관악로 40길 39 청림동주민센터 3층 ,02-876-4090,,"평일 : 10:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.49184879,126.9586286
2725,푸른나무작은도서관,5,관악구,서울특별시 관악구 남부순환로 1978-1 지하,,,"평일 : 10:00~20:00, 주말 : 10:00~18:00",공휴일,2,작은도서관,37.47508155,126.9685132
2445,푸른들작은도서관,5,관악구,서울시 관악구 청림2길16 1층,,,"평일 : 10:00~18:00, 주말 : 10:00~18:00",월요일,2,작은도서관,37.4876406,126.9562654
252,한울타리도서관,5,관악구,서울특별시 관악구 인헌12길 46-2 은천아파트,02-871-2632,,"평일 : 14:00~18:00, 주말 : 14:00~18:00","목요일, 금요일",2,작은도서관,37.47166951,126.9652754
259,행운동마루작은도서관,5,관악구,서울특별시 관악구 행운1길 43 행운동주민센터 2층 ,02-876-3434,,"평일 : 10:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.48064099,126.9570298
293,광장동새마을작은도서관,24,광진구,서울특별시 광진구 광장로 52 광장동주민센터 2층,02-458-8379,,평일 : 12:00~16:00,"토,일,공휴일",2,작은도서관,37.55821672,127.1137041
1064,광장현대파크빌도서관,24,광진구,서울특별시 광진구 아차산로 549 현대파크빌아파트관리사무소 1층 ,02-458-7480,,휴관중,휴관중,2,작은도서관,37.54476697,127.1015203
2642,구의1동새마을작은도서관,24,광진구,서울특별시 광진구 광나루로36길 56  구의1동주민센터 2층,02-454-2830,,평일 : 09:30~17:30,"토,일,공휴일",2,작은도서관,37.54241324,127.0856773
291,구의2동새마을작은도서관,24,광진구,서울특별시 광진구 천호대로136길 55 구의2동주민센터 2층,02-458-1380,,"월?화?수?금 13:30~17:30, 목 09:30~17:30","토,일,공휴일",2,작은도서관,37.54723979,127.0899234
2446,국제문학작은도서관,24,광진구,"서울특별시 광진구 광나루로15길 41, 1층 101호",02-466-7271,,월금토 : 14:00~19:00,화수목일,2,작은도서관,37.5501,127.067457
299,군자동새마을작은도서관,24,광진구,서울특별시 광진구 군자로 151 군자동주민센터 3층,02-465-9082,,평일 : 13:30~17:30,"토,일,공휴일",2,작은도서관,37.55729618,127.0746256
289,능동새마을작은도서관,24,광진구,서울특별시 광진구 천호대로112길 55 능동주민센터 1층,02-453-6525,,평일 : 13:00~17:00,"토,일,공휴일",2,작은도서관,37.55376088,127.0805523
2447,더바움문화예술작은도서관,24,광진구,서울특별시 광진구 구의로 39 지하1층,02-443-6366,,"평일 : 11:00~17:00, 토 : 09:00~13:00",일요일,2,작은도서관,37.54141413,127.089731
2150,사람아이앤지작은도서관,24,광진구,서울특별시 광진구  광진구 자양로 322 3층 (구의동) ,02-823-4514,,월~토 : 11:00~20:00,일요일,2,작은도서관,37.55392748,127.0940536
2448,사하라작은도서관,24,광진구,"서울특별시 광진구 광장로78, 2층(광장동,광성빌딩)",02-453-7068,,평일 : 14:00~18:00,"토,일요일",2,작은도서관,37.5475803,127.1034371
276,새빛작은도서관,24,광진구,서울특별시 광진구 아차산로 330(자양동) 1층,02-3436-6852,,"평일 : 10:00~18:00, 토 13:00~17:00","일요일,공휴일",2,작은도서관,37.53727353,127.0794272
2151,샘터작은도서관,24,광진구,서울특별시 광진구 용마산로24길 10 1층,,,휴관중,휴관중(22.11.8.~23.11.7.),2,작은도서관,37.56512518,127.0873467
2758,선린동산작은도서관,24,광진구,"서울특별시 광진구 뚝섬로 43길 14, 3층",,,평일 : 13:00~18:00,"토,일요일",2,작은도서관,37.53333187,127.0769167
1606,성신비전스쿨작은도서관,24,광진구,서울특별시 광진구 동일로 160(화양동) 성신교회 지하1층,02-463-5959,,"화목토 : 13:00~19:00, 수금 : 13:00~20:00, 일 09:00~18:00",월요일,2,작은도서관,37.546461,127.0666556
2802,솔로몬작은도서관,24,광진구,"서울특별시 광진구 용마산로 47, 2층",,,평일 : 13:00~17:00,"토,일,공휴일",2,작은도서관,37.55780571,127.0876441
1426,아름드리작은도서관,24,광진구,서울특별시 광진구 워커힐로 93 정립회관 본관 2층,02-446-1237,,평일 : 09:00~18:00,"토,일요일",2,작은도서관,37.55000134,127.098123
1427,아차산아래작은도서관놀자,24,광진구,서울특별시 광진구 자양로 50가길 45 2층,02-2272-2011,,"수~금 : 10:00~18:00, 토요일 : 13:00~17:00","월, 화, 일요일",2,작은도서관,37.55384882,127.094449
1428,어린이작은도서관주영심나무,24,광진구,서울특별시 광진구 용마산로1길 91 101호 101호,02-457-8822,,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.5562389,127.0835628
2449,예드림작은도서관,24,광진구,서울특별시 광진구 구의강변로 96 현대6차 종합상가 지하 101호,02-6408-0014,,"평일 : 10:00~18:00, 토  10:00~15:00",일요일,2,작은도서관,37.54349454,127.0902226
1607,운룡도서관,24,광진구,서울특별시 광진구 자양로43길 85 지층,02-454-3431,,평일 : 10:00~18:00월~토 : 10:00~18:00,일요일,2,작은도서관,37.55419292,127.0893539
1608,이룸도서관,24,광진구,서울특별시 광진구 용마산로 49,02-446-0691,,"월~토 : 13:00~18:00, 일요일 : 09:00~14:00",없음,2,작은도서관,37.55798366,127.0875979
294,자양1동새마을작은도서관,24,광진구,서울특별시 광진구 자양로13길 37 자양1동주민센터 2층,02-446-0135,,평일 : 13:00~17:00,"토,일,공휴일",2,작은도서관,37.53449755,127.0823948
295,자양2동새마을작은도서관,24,광진구,서울특별시 광진구 자양로3가길 26 자양2동주민센터 3층,02-498-9963,,평일 : 09:00~17:00,"토,일,공휴일",2,작은도서관,37.52880243,127.0843895
296,자양3동새마을작은도서관,24,광진구,서울특별시 광진구 뚝섬로 568 자양3동주민센터 1층,02-458-4525,,평일 : 09:00~17:00,"토,일,공휴일",2,작은도서관,37.53383609,127.0729037
297,자양4동새마을작은도서관,24,광진구,서울특별시 광진구 아차산로24길 17 공공힐링센터 3층,02-462-0395,,평일 : 13:00~17:00,"토,일,공휴일",2,작은도서관,37.5402635,127.0651096
1604,자양전통시장작은도서관,24,광진구,서울특별시 광진구 뚝섬로47길 45-2 고객쉼터 2층,02-6349-0809,https://www.gwangjinlib.seoul.kr/jymarket/index.do,평일 : 09:00~18:00,"토,일,공휴일",2,작은도서관,37.53899463,127.0694433
285,중곡1동새마을작은도서관,24,광진구,서울특별시 광진구 긴고랑로12길 49 중곡1동주민센터 2층,02-461-9058,,"월?수?금 : 09:00~17:00, 화?목 : 13:00~17:00","토,일,공휴일",2,작은도서관,37.56066679,127.0800515
286,중곡2동새마을작은도서관,24,광진구,서울특별시 광진구 능동로 346 중곡2동주민센터 2층,02-458-7036,,평일 : 09:00~17:00,"토,일,공휴일",2,작은도서관,37.56027082,127.0814959
287,중곡3동새마을작은도서관,24,광진구,서울특별시 광진구 동일로76가길 28 중곡3동주민센터 1층,02-462-4916,,평일 : 09:30~17:30,"토,일,공휴일",2,작은도서관,37.56880629,127.0801374
288,중곡4동새마을작은도서관,24,광진구,서울특별시 광진구 긴고랑로 131 중곡4동주민센터 1층,02-2201-8509,,평일 : 09:00~17:00,"토,일,공휴일",2,작은도서관,37.55910106,127.0894338
280,평강마을도서관,24,광진구,서울특별시 광진구 자양번영로4길 13(평강침례교회) 2층,02-453-6238,,"평일 : 09:00~18:00, 토 : 09:00~17:00",일요일,2,작은도서관,37.53157833,127.0760941
1609,하람도서관,24,광진구,서울특별시 광진구 용마산로 16길 18 1층 102호,02-475-7791,,평일 : 10:00~17:00,"토,일요일",2,작은도서관,37.56213142,127.0883493
298,화양동새마을작은도서관,24,광진구,서울특별시 광진구 능동로17길 39 화양동주민센터 3층,02-461-2638,,평일 : 13:00~17:00,"토,일,공휴일",2,작은도서관,37.54293803,127.0712746
305,가리봉동도서관,25,구로구,서울특별시 구로구 남부순환로 105길 198 가리봉동자치회관,02-860-2518,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",2,작은도서관,37.48413635,126.8840475
308,개봉2동도서관,25,구로구,서울특별시 구로구 개봉로16가길 17 개봉2동주민센터 ,02-2620-7851,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 09:30~12:30","일요일, 법정공휴일",2,작은도서관,37.49083213,126.8565463
309,개봉3동도서관,25,구로구,서울특별시 구로구 개봉로3길 47 개봉3동주민센터 2층,02-2620-7852,http://lib.guro.go.kr,"평일 : 10:00~16:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.4850123,126.8535627
1610,개봉푸르지오도서관,25,구로구,서울특별시 구로구 남부순환로 775 1층,070-4206-0466,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 휴관일","매주 토요일, 일요일",2,작은도서관,37.50157435,126.8471657
306,고척1동도서관,25,구로구,서울특별시 구로구 중앙로3길 18-8 고척1동 주민센터,02-2620-7848,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.50040227,126.8627869
307,고척2동도서관,25,구로구,서울특별시 구로구 중앙로15길 22 고척2동주민센터 ,02-2620-7849,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.50669361,126.8586066
316,고척교회도서관책마을,25,구로구,서울특별시 구로구 중앙로 79 고척교회 ,02-2686-5871,http://lib.guro.go.kr,"평일 : 11:00~17:00, 주말 : 09:00~14:00","매주 토요일, 공휴일",2,작은도서관,37.50477182,126.8605308
2450,고척벽산베스트블루밍아파트 ,25,구로구,서울특별시 구로구 고척로 60길 30 관리사무소 2층,02-2066-2954,,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 공휴일",2,작은도서관,37.4939123,126.8240528
2451,고척벽산블루밍(아)경로당 작은도서관,25,구로구,서울특별시 구로구 경인로390 벽산블루밍 경로당,02-63634-6233,,평일 : 09:00~18:00,"토, 일, 법정공휴일",2,작은도서관,37.4956619,126.862255
318,광진교회도서관,25,구로구,서울특별시 구로구 개봉로3길 100-10 광진교회,02-2625-0761,http://lib.guro.go.kr,"평일(화-금) : 11:00~17:00,  토 : 11:00~14:00","월요일, 일요일, 법정공휴일",2,작은도서관,37.48656536,126.8512254
301,구로1동도서관,25,구로구,서울특별시 구로구 구일로4길 57 구로1동주민센터 2층,02-2620-7842,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.49303785,126.8757865
302,구로2동도서관,25,구로구,서울특별시 구로구 구로동로50길 10 구로2동자치회관 ,02-2620-7843,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.50561451,126.890248
303,구로4동도서관,25,구로구,서울특별시 구로구 구로동로28길 94 구로4동주민센터,02-2620-7845,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.50516431,126.8917412
304,구로5동도서관,25,구로구,서울특별시 구로구 구로중앙로28길 66 구로5동주민센터,02-2620-7846,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.50010536,126.8893397
2026,구로구노동자종합지원센터작은도서관,25,구로구,"서울특별시 구로구 디지털로242, 한화비즈메트로 203호, 213호",02-852-7340,http://www.laborguro.org/page/sub2_3,"평일 : 0930~20:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",2,작은도서관,37.48081222,126.8926785
2028,그래그래작은도서관,25,구로구,서울특별시 구로구 구일로8길 131 ,0507-1328-3238,blog.naver.com/graegraelibrary,"평일 : 13:00~18:00, 주말 : 토요일:11:00~15:00","일요일, 법정공휴일",2,작은도서관,37.49854338,126.8767532
1865,글로벌나눔도서관,25,구로구,서울특별시 구로구 경인로 619-30 3층,02-6406-5911,www.smalllibrary.org,"평일 : 10:00~17:00 , 주말 : 휴관일","월, 토, 일, 법정공휴일",2,작은도서관,37.50687303,126.8844852
1499,글초롱작은도서관,25,구로구,서울특별시 구로구 오리로 1102-10 천왕연지타운2단지 관리동 ,070-8635-1668,https://cafe.naver.com/cheonwang2,"평일 : 14:00~18:00, 주말 : 11:00~15:00",매주 일요일,2,작은도서관,37.48393872,126.8431745
1284,금강수목원아파트작은도서관,25,구로구,"서울특별시 구로구 오리로 1197, 관리사무소 건물 2층",02-2689-1956,,휴관중,휴관중,2,작은도서관,37.48852245,126.8327814
1501,길숲도서관,25,구로구,서울특별시 구로구 신도림로 3길 19 새서울교회,070-8987-6591,www.smalllibrary.org,"평일 : 13:00~18:00, 주말 : 10:00~13:00","월요일,일요일",2,작은도서관,37.50770108,126.8784577
2452,꿈꾸는SH작은도서관,25,구로구,서울특별시 구로구 연동로 234 하버라인 2단지 1층,02-2066-1599,,"평일 : 09:00~18:00, 주말 : 휴관일",주말,2,작은도서관,37.4823292,126.8200105
1502,꿈꾸는언덕작은도서관(천왕1단지),25,구로구,서울특별시 구로구 천왕로 91 천왕이펜하우스1단지 천왕이펜하우스 1단지 104동 지하층 관리사무소 옆,02-2614-1772,www.smalllibrary.org,"평일 : 14:00~18:00, 주말 : 휴관일","토요일,일요일",2,작은도서관,37.48605558,126.8376898
2412,꿈꾸는작은도서관,25,구로구,서울특별시 구로구 도림로 20길 40 ,,,평일 : 12:40~17:00,"토, 일, 법정공휴일",2,작은도서관,37.4884005,126.8913081
2786,꿈나래SH작은도서관,25,구로구,서울특별시 구로구 항동로 72 하버라인 4단지,,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.48129309,126.826871
2029,꿈마루작은도서관,25,구로구,"서울특별시 구로구 구로중앙로28다길 5, 대신교회 2층",02-863-2998,www.smalllibrary.org,"평일 : 14:00~18:00, 주말 : 토요일:14:00~18:00","월요일, 일요일, 법정공휴일",2,작은도서관,37.50068547,126.888869
1295,꿈터작은도서관(천왕이펜6단지),25,구로구,서울특별시 구로구 천왕로 9 천왕이펜하우스 6단지 ,02-6083-2787,,"평일 : 14:00~17:00, 주말 : 11:00~15:00","월, 수, 금, 일요일",2,작은도서관,37.47850742,126.8422493
2727,단비작은도서관,25,구로구,서울특별시 구로구 고척동 337 3층,02-845-9176,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.50799235,126.851155
1294,담쟁이넝쿨도서관,25,구로구,서울특별시 구로구 개봉로11길 35-9 영문교회 이심전심마을회관 내,02-2625-9210,www.smalllibrary.org,"평일 : 10:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.48753624,126.8542013
2152,도담도담작은도서관,25,구로구,서울특별시 구로구 경인로8길 75 삼천리APT 상가 3층 ,,,"평일 : 14:00~18:00, 주말 : 휴관일","월, 토, 일, 법정공휴일",2,작은도서관,37.49249364,126.8399385
2453,도토리SH작은도서관,25,구로구,서울특별시 구로구 연동로 191-5 하버라인 11단지 1층,02-2684-0911,,"평일 : 09:00~22:00, 주말 : 휴관일","월요일, 토요일",2,작은도서관,37.4779004,126.8202586
1292,둘레길작은도서관(천왕4단지),25,구로구,"서울특별시 구로구 천왕로 29, 408 (천왕이펜하우스4단지) 408동 1층",070-4416-3434,www.smalllibrary.org,"평일 : 13:30~18:30, 주말 : 휴관일","토,일요일",2,작은도서관,37.48080242,126.838595
2454,따뜻한마음작은도서관,25,구로구,서울특별시 구로구 신도림로11길8 4층 코딱지도서관 ,02-2068-1388,,"평일 : 09:00~18:00, 주말 : 09:00~18:00","토요일, 일요일, 법정공휴일",2,작은도서관,37.5083255,126.8778689
329,로즈빌도서관,25,구로구,서울특별시 구로구 경인로 343 (삼환로즈빌) 관리사무소건물 2층,02-2066-9548,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",2,작은도서관,37.49752104,126.8581477
1285,마중물도서관,25,구로구,"서울특별시 구로구 부일로 853, 2층(양곡빌딩) 대흥상가 3층",02-6218-7783,www.smalllibrary.org,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.49224488,126.8218625
322,몽당연필도서관,25,구로구,서울특별시 구로구 오리로20길 32 평화의교회 평화의 교회,,www.smalllibrary.org,"평일 : 10:30~18:30, 주말 : 10:30~13:00",매주 일요일,2,작은도서관,37.4974904,126.8312889
1611,배고픈사자,25,구로구,서울특별시 구로구 구로동로38길 10 2층 3층,02-855-1211,www.smalllibrary.org,"평일 : 10:00~21:00, 주말 : 휴관일","매주 토요일, 일요일",2,작은도서관,37.49467458,126.8834512
2153,별빛맞이SH작은도서관,25,구로구,서울특별시 구로구 서해안로 2036 ,02-2611-8087,,"평일 : 14:00~18:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.47563834,126.8186953
2726,봄봄작은도서관,25,구로구,서울특별시 구로구 신도림로21길 25 302호,02-865-2587,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.51302996,126.8844957
325,새광명도서관,25,구로구,서울특별시 구로구 개봉로18길 39 새광명교회 ,02-2060-9009,,"평일 : 09:00~20:00, 주말 : 09:00~20:00","월, 화, 토요일, 법정공휴일",2,작은도서관,37.49079345,126.858119
1287,서남작은도서관,25,구로구,서울특별시 구로구 부일로11길 32 (대주빌라) 서남교회,02-2617-5543,www.smalllibrary.org,"평일 : 14:00~18:00, 주말 : 14:00~18:00","월,일요일",2,작은도서관,37.49465064,126.8316147
331,서울가든빌라도서관,25,구로구,서울특별시 구로구 경인로 83 (서울가든빌라) 관리사무소건물 2층,02-2681-3911,www.smalllibrary.org,"평일 : 10:00~17:00, 주말 : 12:00~17:00",일요일,2,작은도서관,37.49252844,126.831493
315,서울남문고,25,구로구,서울특별시 구로구 구로동로17길 37-4 서울남교회 ,02-867-1406,http://cafe.naver.com/seoulnamlib,"평일 : 13:00~17:00, 주말 : 10:00~15:00","토요일, 법정공휴일",2,작은도서관,37.50472904,126.893335
312,수궁동도서관,25,구로구,서울특별시 구로구 오리로15길 32 수궁동주민센터 수궁동주민센터,02-2620-7855,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.49389273,126.8314773
2456,숲속SH작은도서관,25,구로구,서울특별시 구로구 항동로 43 항동하버라인3단지,02-3666-0361,,"평일 : 10:00~16:00, 20:00~23:00","토, 일, 법정공휴일",2,작은도서관,37.4805522,126.821666
2787,시끄러운 작은도서관,25,구로구,서울특별시 구로구 디지털로 31길 93,02-852-0259,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.48682339,126.8908274
2457,신도림3차 동아아파트 작은도서관,25,구로구,서울특별시 구로구 신도림로 78 관리사무소 2층,02-2633-7846,,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 공휴일",2,작은도서관,37.5095225,126.8820009
300,신도림동새마을작은도서관,25,구로구,서울특별시 구로구 신도림로 40 신도림동주민센터 신도림동 주민자치센터 2층,02-2620-7841,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.5076945,126.8785058
1504,신도림어린이영어작은도서관,25,구로구,서울특별시 구로구 신도림로 40 신도림동주민센터 신도림동주민센터2층,02-2069-0185,lib.guro.go.kr,"평일 : 09:00~18:00, 주말 : 10:00~17:00",화요일,2,작은도서관,37.5076945,126.8785058
1861,신도림월드메르디앙,25,구로구,서울특별시 구로구 신도림로 65 ,02-2671-5568,,"평일 : 09:00~18:00, 주말 : 09:00~18:00",,2,작은도서관,37.5095202,126.8798584
1288,아름도서관,25,구로구,서울특별시 구로구 부일로9길 127 온수힐스테이트 ,02-2060-1685,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 10:00~12:00",일요일,2,작은도서관,37.49603347,126.8217901
1289,에델도서관,25,구로구,서울특별시 구로구 천왕로 47 에델마을 복지회관,02-2688-6109,www.smalllibrary.org,"평일 : 10:00~18:00, 주말 : 휴관일","토요일, 일요일",2,작은도서관,37.48124944,126.8379415
1505,연지타운1단지작은도서관,25,구로구,서울특별시 구로구 오류로 30 천왕연지타운1단지 103동 1층 103동 1층,02-2613-9886,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 10:00~12:00",일요일,2,작은도서관,37.48728188,126.8403986
2030,열린숲작은도서관,25,구로구,서울특별시 구로구 디지털로33길 27(구로동) 삼성IT밸리 1층(삼성아이티밸리),02-2028-2361,www.smalllibrary.org,"평일 : 10:00~19:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",2,작은도서관,37.48605841,126.8946698
2031,예샘작은도서관,25,구로구,"서울특별시 구로구 구로중앙로6길 40, 3층 ",,www.smalllibrary.org,"평일 : 12:00~21:00, 주말 : 12:00~21:00",없음,2,작은도서관,37.5002117,126.8658983
310,오류1동도서관,25,구로구,서울특별시 구로구 경인로 221 오류1동주민센터 2층(3층),02-2620-7853,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.49708019,126.8451579
311,오류2동도서관,25,구로구,서울특별시 구로구 오리로 10길 44-5 오류2동주민센터 ,070-4065-6523,http://lib.guro.go.kr,"평일 : 10:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",2,작은도서관,37.48868891,126.8393378
2032,오류동제일교회작은도서관,25,구로구,서울특별시 구로구 오류로8나길 9-5 1층,02-2625-9380,www.smalllibrary.org,"평일 : 10:00~17:00, 주말 : 토요일:10:00~17:00","월요일, 일요일, 법정공휴일",2,작은도서관,37.49070017,126.8419819
187,옹달샘작은도서관,25,구로구,"서울특별시 구로구 천왕로 56,(천왕동, 천왕이펜하우스3단지) 2층",02-2689-1513,www.smalllibrary.org,"평일 : 10:00~17:30, 주말 : 10:00~12:00","일요일, 법정공휴일",2,작은도서관,37.48305321,126.8389147
1293,은성도서관,25,구로구,서울특별시 구로구 고척로23길 20 은성교회 ,02-2614-0416,www.smalllibrary.org,"평일 : 10:00~18:00, 주말 : 10:00~18:00","매주 월요일, 일요일",2,작은도서관,37.50274653,126.8464272
326,이니텍도서관,25,구로구,서울특별시 구로구 벚꽃로 484 화원종합사회복지관 3층,02-837-0761,www.smalllibrary.org,"평일 : 10:00~18:00, 주말 : 휴관일","토요일,일요일, 법정공휴일",2,작은도서관,37.49732865,126.8801331
1507,중앙하이츠도서관,25,구로구,서울특별시 구로구 구로동로47길 24 구로중앙하이츠아파트 복지관 2층 ,02-854-6751,,"평일 : 15:00~22:00, 주말 : 10:00~20:00",일요일,2,작은도서관,37.5013536,126.8920189
2728,지혜로운 작은도서관,25,구로구,서울특별시 구로구 연동로 233 지하1층 중흥클래스,,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.48170609,126.8206977
1508,참새소풍작은도서관(천왕2단지),25,구로구,서울특별시 구로구 천왕로 92 천왕이펜하우스2단지 천왕이펜하우스 203동 1층 ,02-2611-2013,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 휴관일","토요일,일요일",2,작은도서관,37.48454796,126.8392817
2034,천왕7단지작은도서관,25,구로구,"서울특별시 구로구 천왕로21, 701동 1층 701동 1층",,www.smalllibrary.org,"평일 : 화~목:10:00~22:00, 주말 : 14:00~21:00",월요일,2,작은도서관,37.47917844,126.838931
2459,천왕마을작은도서관,25,구로구,서울특별시 구로구 천왕로36 센타프라자 306호,02-2687-8183,,"평일 : 13:00~18:00, 주말 : 13:00~18:00","일, 법정공휴일",2,작은도서관,37.4811855,126.8378564
2460,카페함크작은도서관,25,구로구,서울특별시 구로구 고척로141 2층,02-2611-1318,,"평일 : 10:00~20:00, 주말 : 12:00~18:00","일요일, 법정공휴일",2,작은도서관,37.5027908,126.8472543
2037,코비나작은도서관,25,구로구,"서울특별시 구로구 가마산로26길 27, 201호 ",02-561-8284,www.smalllibrary.org,"평일 : 10:00~17:00, 주말 : 휴관일","월요일, 토요일, 일요일, 법정공휴일",2,작은도서관,37.49510106,126.891824
2036,쿵짝쿵짝공작소작은도서관,25,구로구,서울특별시 구로구 부일로17길 24-3 (궁동)지층,,www.smalllibrary.org,"평일 : 14:00~20:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",2,작은도서관,37.49442834,126.8343402
1511,푸른꿈작은도서관,25,구로구,서울특별시 성북구 삼선교로 59-1(삼선동 4가) 은광교회,070-7719-5796,http://bluedream.egentouch.com/egentouch.web/main.do?action=main,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",2,작은도서관,37.48730413,126.889598
1512,하늘마루작은도서관(천왕5단지),25,구로구,서울특별시 구로구 천왕로 10 천왕이펜하우스5단지 천왕이펜하우스 5단지 504동 1층 ,02-2165-6155,www.smalllibrary.org,"평일 : 13:00~17:00, 주말 : 휴관일","토요일,일요일",2,작은도서관,37.47957923,126.8416999
2751,하버라인 9단지 작은도서관,25,구로구,서울특별시 구로구 항동로 68 하버라인 9단지 901동 커뮤니티센터,02-2682-0999,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.4803218,126.8258891
2663,한양수자인에듀힐즈아파트작은도서관,25,구로구,서울특별시 구로구 항동로 42 1층,02-2617-3016,,평일 : 10:00~18:00,"토, 일, 법정공휴일",2,작은도서관,37.47792787,126.8251303
2729,항동 사랑마을 작은도서관,25,구로구,서울특별시 구로구 서해안로 2072,02-2684-8428,,월~금 10:00~16:00,"토, 일, 법정공휴일",2,작은도서관,37.47825483,126.821262
2800,항동 작은도서관,25,구로구,서울특별시 구로구 연동로 191-19,02-2620-7986,,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",2,작은도서관,37.47909004,126.8224461
317,행복한작은도서관,25,구로구,서울특별시 구로구 개봉로12길 42 (개봉동) 2층,02-2625-5279,cafe.daum.net/hasoly,"평일 : 10:00~17:00, 주말 : 휴관일","토요일, 일요일, 공휴일",2,작은도서관,37.48953116,126.8570184
2027,흥부네작은도서관,25,구로구,서울특별시 구로구 고척로1길 30 흥부네작은도서관,02-2060-1742,https://blog.naver.com/hongane0,"평일 : 10:00~18:00, 주말 : 토요일:10:00~17:00","일요일, 법정공휴일",2,작은도서관,37.49497315,126.8390654
2154,길빛작은도서관,6,금천구,서울특별시 금천구 독산로 16 (시흥동) 새부대교회,02-6448-4162,,"평일 : 10:00~18:00, 주말 : 13:00~15:00 ","일요일,법정공휴일",2,작은도서관,37.4487939,126.902601
